,brand,Model,Price,processor_brand,processor_tier,ram_memory,primary_storage_type,primary_storage_capacity,gpu_brand,gpu_type,display_size,OS,year_of_warranty
669,lenovo,Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),72990,amd,ryzen 5,16,SSD,512,nvidia,dedicated,15.6,windows,1
670,lenovo,Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),56700,amd,ryzen 5,16,SSD,512,amd,integrated,14.0,windows,1
671,lenovo,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),65990,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
672,lenovo,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
673,hp,HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),78019,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,1
674,acer,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30790,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
675,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57390,amd,ryzen 5,8,SSD,512,nvidia,dedicated,15.6,windows,1
676,hp,HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),115706,amd,ryzen 5,16,HDD,1024,nvidia,dedicated,15.6,windows,No information
677,dell,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),41808,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,windows,1
678,hp,HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990,intel,core i7,16,SSD,512,intel,integrated,15.6,windows,1
679,hp,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),44990,amd,ryzen 5,8,SSD,512,amd,integrated,14.0,windows,1
680,hp,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47990,intel,core i3,8,SSD,512,intel,integrated,14.0,windows,1
681,hp,HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),52990,amd,ryzen 5,16,SSD,512,amd,integrated,14.0,windows,1
682,hp,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),115990,intel,core i7,16,SSD,1024,intel,integrated,15.6,windows,1
683,asus,Asus Vivobook 16X 2023 K3605ZF-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),83599,intel,core i5,16,SSD,512,nvidia,dedicated,16.0,windows,1
684,asus,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),139990,amd,ryzen 9,16,SSD,1024,nvidia,dedicated,14.0,windows,1
685,dell,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),87990,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
686,asus,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),58990,intel,core i5,8,SSD,1024,nvidia,dedicated,15.6,windows,1
687,lenovo,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),49990,amd,ryzen 7,8,SSD,512,amd,integrated,15.6,dos,1
688,lenovo,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60490,amd,ryzen 5,8,SSD,512,nvidia,dedicated,15.6,windows,1
689,lenovo,Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35490,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
690,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),71990,intel,core i5,16,SSD,512,nvidia,dedicated,15.6,windows,1
691,dell,Dell Inspiron 7420 2in1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),90490,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
692,hp,HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),44990,amd,ryzen 5,8,SSD,512,amd,integrated,14.0,windows,1
693,msi,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),111990,intel,core i7,16,SSD,512,nvidia,dedicated,15.6,windows,2
694,lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),45500,intel,core i3,8,SSD,512,intel,integrated,14.0,dos,1
695,dell,Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40990,intel,core i3,8,SSD,512,intel,integrated,16.0,windows,1
696,dell,Dell Vostro 3525 D560926WIN9B Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),43690,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,windows,1
697,lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06D00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),49999,intel,core i3,8,SSD,512,intel,integrated,14.0,windows,1
698,lenovo,Lenovo Thinkpad E14 21E3S06300 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),66199,intel,core i5,8,SSD,512,intel,integrated,14.0,dos,1
699,acer,Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),29980,intel,core i3,8,SSD,256,intel,integrated,15.6,windows,1
700,dell,Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),55990,amd,ryzen 5,8,SSD,512,amd,integrated,16.0,windows,1
701,acer,Acer Aspire 3 NX.KDESI.008 Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29490,amd,ryzen 3,8,SSD,512,amd,integrated,15.6,windows,1
702,lenovo,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),33490,amd,ryzen 3,8,SSD,512,amd,integrated,15.6,windows,1
703,hp,HP Pavilion 14-dv1043TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53699,intel,core i5,8,SSD,512,intel,integrated,14.0,windows,1
704,acer,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
705,msi,MSI Bravo 15 C7UCXK-094IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),57990,amd,ryzen 5,16,SSD,512,nvidia,dedicated,15.6,windows,2
706,msi,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),54990,amd,ryzen 5,8,SSD,512,nvidia,dedicated,15.6,windows,2
707,dell,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),47990,intel,core i5,8,SSD,512,intel,integrated,14.0,ubuntu,1
708,msi,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),104990,amd,ryzen 7,16,SSD,1024,nvidia,dedicated,15.6,windows,1
709,msi,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),74990,amd,ryzen 5,16,SSD,512,nvidia,dedicated,15.6,windows,2
710,msi,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),94990,amd,ryzen 7,16,SSD,1024,nvidia,dedicated,15.6,windows,1
711,acer,Acer One 14 Z8-415 2023 Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),40990,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,1
712,msi,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),50990,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,2
713,asus,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47980,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
714,msi,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),94990,amd,ryzen 7,16,SSD,1024,nvidia,dedicated,17.3,windows,1
715,msi,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),84990,amd,ryzen 5,16,SSD,512,nvidia,dedicated,15.6,windows,1
716,hp,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),38990,intel,core i3,8,SSD,512,amd,integrated,15.6,windows,1
717,dell,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),79690,intel,core i5,16,SSD,512,nvidia,dedicated,16.0,windows,1
718,msi,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,60990,intel,core i7,8,SSD,512,intel,integrated,14.0,windows,1
719,msi,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,2
720,dell,Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),279490,intel,core i7,32,SSD,1024,nvidia,dedicated,15.6,windows,1
721,dell,Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),201990,intel,core i7,32,SSD,1024,intel,integrated,13.4,windows,1
722,lenovo,Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),67000,intel,core i5,8,SSD,512,intel,integrated,14.0,dos,1
723,lenovo,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),125000,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
724,lg,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),89799,amd,ryzen 7,16,SSD,512,amd,integrated,16.0,windows,1
725,lg,LG Gram Style 14 14Z90RS-G.CH74A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),150999,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
726,hp,HP Zbook Power G4-A Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),131316,amd,ryzen 7,16,SSD,1024,nvidia,dedicated,15.6,windows,1
727,lenovo,Lenovo Thinkbook 14 Gen 4 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro),75499,intel,core i5,16,SSD,1024,intel,integrated,14.0,windows,1
728,axl,AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),17990,intel,celeron,4,SSD,256,intel,integrated,15.6,windows,1
729,msi,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),52990,amd,ryzen 7,16,SSD,512,amd,integrated,14.0,windows,1
730,axl,AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),14990,intel,celeron,4,SSD,128,intel,integrated,14.1,windows,1
731,dell,Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),40890,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,windows,1
732,lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08UIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ DOS),40990,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,dos,1
733,asus,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),69990,intel,core i5,16,SSD,512,nvidia,dedicated,14.0,windows,1
734,lenovo,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46990,intel,core i5,8,SSD,512,intel,integrated,14.0,windows,1
735,hp,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),65100,amd,ryzen 7,16,SSD,512,amd,integrated,15.6,windows,1
736,lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ Win11 Home),38171,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,windows,1
737,asus,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990,amd,ryzen 7,16,SSD,512,nvidia,dedicated,15.6,windows,1
738,dell,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),205490,intel,core i7,16,SSD,1024,nvidia,dedicated,14.0,windows,1
739,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),95300,intel,core i5,16,SSD,1024,intel,integrated,15.6,windows,1
740,asus,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35083,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
741,acer,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990,intel,core i5,16,SSD,512,nvidia,dedicated,15.6,windows,1
742,lenovo,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),27990,amd,ryzen 3,8,SSD,512,amd,integrated,15.6,dos,1
743,lenovo,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),73900,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,3
744,lenovo,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),34990,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
745,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,intel,core i3,8,SSD,512,intel,integrated,14.0,windows,1
746,lenovo,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),46900,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
747,lenovo,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29990,amd,ryzen 3,8,SSD,512,amd,integrated,15.6,windows,1
748,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),46490,intel,core i5,8,SSD,512,intel,integrated,14.0,windows,1
749,dell,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),94900,intel,core i7,16,SSD,512,intel,integrated,16.0,windows,1
750,lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),52101,intel,core i7,16,SSD,512,intel,integrated,15.6,windows,1
751,hp,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58499,intel,core i5,8,SSD,512,nvidia,dedicated,16.1,windows,1
752,lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),74889,intel,core i7,16,SSD,512,nvidia,dedicated,15.6,windows,1
753,dell,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),61990,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
754,hp,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),28750,amd,other,8,SSD,512,amd,integrated,15.6,windows,1
755,dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),157990,intel,core i7,16,SSD,1024,nvidia,dedicated,16.0,windows,1
756,dell,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),166490,intel,core i7,32,SSD,1024,nvidia,dedicated,16.0,windows,1
757,dell,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),99490,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
758,dell,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),80020,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,1
759,hp,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),28206,intel,pentium,8,SSD,512,intel,integrated,14.0,windows,1
760,dell,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
761,infinix,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),38990,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,1
762,dell,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),88980,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
763,dell,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),71990,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,1
764,dell,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),73990,intel,core i5,8,SSD,512,intel,integrated,14.0,windows,1
765,asus,Asus Vivobook Go 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),27990,intel,celeron,8,SSD,256,intel,integrated,15.6,windows,1
766,hp,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),73990,amd,ryzen 7,16,SSD,512,nvidia,dedicated,15.6,windows,1
767,asus,Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),49490,intel,core i5,16,SSD,512,intel,integrated,15.6,windows,1
768,dell,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),61990,intel,core i5,8,SSD,512,intel,integrated,14.0,windows,1
769,hp,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),45899,amd,ryzen 7,8,SSD,512,amd,integrated,14.0,dos,1
770,hp,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),68489,intel,core i7,16,SSD,512,intel,integrated,15.6,windows,1
771,hp,HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),63314,amd,ryzen 5,16,SSD,512,amd,dedicated,15.6,windows,1
772,asus,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),48990,amd,ryzen 5,8,SSD,512,amd,integrated,16.0,windows,1
773,lenovo,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),31490,intel,core i3,8,SSD,512,intel,integrated,14.0,dos,1
774,hp,HP 14-ep0068TU Laptop (Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),38990,intel,core i3,8,SSD,512,intel,integrated,14.0,windows,1
775,hp,HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990,amd,ryzen 5,16,SSD,512,nvidia,dedicated,15.6,windows,1
776,acer,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11),32890,amd,ryzen 5,8,SSD,512,amd,integrated,14.0,windows,1
777,msi,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),91990,intel,core i7,8,SSD,512,nvidia,dedicated,15.6,windows,2
778,msi,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),87990,intel,core i5,16,SSD,1024,nvidia,dedicated,15.6,windows,2
